cbsacode,metrodivisioncode,csacode,cbsatitle,metropolitanmicropolitanstatis,metropolitandivisiontitle,csatitle,countycountyequivalent,statename,fipsstatecode,fipscountycode,centraloutlyingcounty
12820,,384,"Bastrop, LA",Micropolitan Statistical Area,,"Monroe-Ruston-Bastrop, LA",Morehouse Parish,Louisiana,22,67,Central
35060,,,"Natchitoches, LA",Micropolitan Statistical Area,,,Natchitoches Parish,Louisiana,22,69,Central
35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",Orleans Parish,Louisiana,22,71,Central
33740,,384,"Monroe, LA",Metropolitan Statistical Area,,"Monroe-Ruston-Bastrop, LA",Ouachita Parish,Louisiana,22,73,Central
35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",Plaquemines Parish,Louisiana,22,75,Central
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,Pointe Coupee Parish,Louisiana,22,77,Outlying
10780,,,"Alexandria, LA",Metropolitan Statistical Area,,,Rapides Parish,Louisiana,22,79,Central
35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",St. Bernard Parish,Louisiana,22,87,Central
35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",St. Charles Parish,Louisiana,22,89,Central
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,St. Helena Parish,Louisiana,22,91,Outlying
35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",St. James Parish,Louisiana,22,93,Outlying
35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",St. John the Baptist Parish,Louisiana,22,95,Central
36660,,318,"Opelousas, LA",Micropolitan Statistical Area,,"Lafayette-Opelousas-Morgan City, LA",St. Landry Parish,Louisiana,22,97,Central
29180,,318,"Lafayette, LA",Metropolitan Statistical Area,,"Lafayette-Opelousas-Morgan City, LA",St. Martin Parish,Louisiana,22,99,Outlying
34020,,318,"Morgan City, LA",Micropolitan Statistical Area,,"Lafayette-Opelousas-Morgan City, LA",St. Mary Parish,Louisiana,22,101,Central
35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",St. Tammany Parish,Louisiana,22,103,Outlying
25220,,406,"Hammond, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",Tangipahoa Parish,Louisiana,22,105,Central
26380,,,"Houma-Thibodaux, LA",Metropolitan Statistical Area,,,Terrebonne Parish,Louisiana,22,109,Central
33740,,384,"Monroe, LA",Metropolitan Statistical Area,,"Monroe-Ruston-Bastrop, LA",Union Parish,Louisiana,22,111,Outlying
29180,,318,"Lafayette, LA",Metropolitan Statistical Area,,"Lafayette-Opelousas-Morgan City, LA",Vermilion Parish,Louisiana,22,113,Outlying
22860,,217,"Fort Polk South, LA",Micropolitan Statistical Area,,"DeRidder-Fort Polk South, LA",Vernon Parish,Louisiana,22,115,Central
14220,,406,"Bogalusa, LA",Micropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",Washington Parish,Louisiana,22,117,Central
43340,,,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,,,Webster Parish,Louisiana,22,119,Outlying
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,West Baton Rouge Parish,Louisiana,22,121,Central
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,West Feliciana Parish,Louisiana,22,125,Outlying
30340,,438,"Lewiston-Auburn, ME",Metropolitan Statistical Area,,"Portland-Lewiston-South Portland, ME",Androscoggin County,Maine,23,1,Central
38860,,438,"Portland-South Portland, ME",Metropolitan Statistical Area,,"Portland-Lewiston-South Portland, ME",Cumberland County,Maine,23,5,Central
12300,,,"Augusta-Waterville, ME",Micropolitan Statistical Area,,,Kennebec County,Maine,23,11,Central
12620,,,"Bangor, ME",Metropolitan Statistical Area,,,Penobscot County,Maine,23,19,Central
38860,,438,"Portland-South Portland, ME",Metropolitan Statistical Area,,"Portland-Lewiston-South Portland, ME",Sagadahoc County,Maine,23,23,Outlying
38860,,438,"Portland-South Portland, ME",Metropolitan Statistical Area,,"Portland-Lewiston-South Portland, ME",York County,Maine,23,31,Central
19060,,,"Cumberland, MD-WV",Metropolitan Statistical Area,,,Allegany County,Maryland,24,1,Central
12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Anne Arundel County,Maryland,24,3,Central
12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Baltimore County,Maryland,24,5,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Calvert County,Maryland,24,9,Outlying
12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Carroll County,Maryland,24,13,Outlying
37980,48864,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,"Wilmington, DE-MD-NJ","Philadelphia-Reading-Camden, PA-NJ-DE-MD",Cecil County,Maryland,24,15,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Charles County,Maryland,24,17,Outlying
15700,,548,"Cambridge, MD",Micropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Dorchester County,Maryland,24,19,Central
47900,43524,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Silver Spring-Frederick-Rockville, MD","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Frederick County,Maryland,24,21,Outlying
12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Harford County,Maryland,24,25,Outlying
12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Howard County,Maryland,24,27,Central
47900,43524,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Silver Spring-Frederick-Rockville, MD","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Montgomery County,Maryland,24,31,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Prince George's County,Maryland,24,33,Central
12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Queen Anne's County,Maryland,24,35,Central
15680,,548,"California-Lexington Park, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",St. Mary's County,Maryland,24,37,Central
41540,,,"Salisbury, MD-DE",Metropolitan Statistical Area,,,Somerset County,Maryland,24,39,Outlying
20660,,548,"Easton, MD",Micropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Talbot County,Maryland,24,41,Central
25180,,548,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Washington County,Maryland,24,43,Central
41540,,,"Salisbury, MD-DE",Metropolitan Statistical Area,,,Wicomico County,Maryland,24,45,Central
41540,,,"Salisbury, MD-DE",Metropolitan Statistical Area,,,Worcester County,Maryland,24,47,Outlying
12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Baltimore city,Maryland,24,510,Central
12700,,148,"Barnstable Town, MA",Metropolitan Statistical Area,,"Boston-Worcester-Providence, MA-RI-NH-CT",Barnstable County,Massachusetts,25,1,Central
38340,,,"Pittsfield, MA",Metropolitan Statistical Area,,,Berkshire County,Massachusetts,25,3,Central
39300,,148,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,,"Boston-Worcester-Providence, MA-RI-NH-CT",Bristol County,Massachusetts,25,5,Central
47240,,,"Vineyard Haven, MA",Micropolitan Statistical Area,,,Dukes County,Massachusetts,25,7,Central
14460,15764,148,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,"Cambridge-Newton-Framingham, MA","Boston-Worcester-Providence, MA-RI-NH-CT",Essex County,Massachusetts,25,9,Central
24640,,521,"Greenfield Town, MA",Micropolitan Statistical Area,,"Springfield-Greenfield Town, MA",Franklin County,Massachusetts,25,11,Central
44140,,521,"Springfield, MA",Metropolitan Statistical Area,,"Springfield-Greenfield Town, MA",Hampden County,Massachusetts,25,13,Central
44140,,521,"Springfield, MA",Metropolitan Statistical Area,,"Springfield-Greenfield Town, MA",Hampshire County,Massachusetts,25,15,Central
14460,15764,148,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,"Cambridge-Newton-Framingham, MA","Boston-Worcester-Providence, MA-RI-NH-CT",Middlesex County,Massachusetts,25,17,Central
14460,14454,148,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,"Boston, MA","Boston-Worcester-Providence, MA-RI-NH-CT",Norfolk County,Massachusetts,25,21,Central
14460,14454,148,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,"Boston, MA","Boston-Worcester-Providence, MA-RI-NH-CT",Plymouth County,Massachusetts,25,23,Central
14460,14454,148,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,"Boston, MA","Boston-Worcester-Providence, MA-RI-NH-CT",Suffolk County,Massachusetts,25,25,Central
49340,,148,"Worcester, MA-CT",Metropolitan Statistical Area,,"Boston-Worcester-Providence, MA-RI-NH-CT",Worcester County,Massachusetts,25,27,Central
26090,,266,"Holland, MI",Micropolitan Statistical Area,,"Grand Rapids-Wyoming-Muskegon, MI",Allegan County,Michigan,26,5,Central
10980,,,"Alpena, MI",Micropolitan Statistical Area,,,Alpena County,Michigan,26,7,Central
24340,,266,"Grand Rapids-Wyoming, MI",Metropolitan Statistical Area,,"Grand Rapids-Wyoming-Muskegon, MI",Barry County,Michigan,26,15,Outlying
13020,,474,"Bay City, MI",Metropolitan Statistical Area,,"Saginaw-Midland-Bay City, MI",Bay County,Michigan,26,17,Central
45900,,,"Traverse City, MI",Micropolitan Statistical Area,,,Benzie County,Michigan,26,19,Outlying
35660,,515,"Niles-Benton Harbor, MI",Metropolitan Statistical Area,,"South Bend-Elkhart-Mishawaka, IN-MI",Berrien County,Michigan,26,21,Central
17740,,,"Coldwater, MI",Micropolitan Statistical Area,,,Branch County,Michigan,26,23,Central
12980,,310,"Battle Creek, MI",Metropolitan Statistical Area,,"Kalamazoo-Battle Creek-Portage, MI",Calhoun County,Michigan,26,25,Central
43780,,515,"South Bend-Mishawaka, IN-MI",Metropolitan Statistical Area,,"South Bend-Elkhart-Mishawaka, IN-MI",Cass County,Michigan,26,27,Central
42300,,,"Sault Ste. Marie, MI",Micropolitan Statistical Area,,,Chippewa County,Michigan,26,33,Central
29620,,330,"Lansing-East Lansing, MI",Metropolitan Statistical Area,,"Lansing-East Lansing-Owosso, MI",Clinton County,Michigan,26,37,Central
21540,,,"Escanaba, MI",Micropolitan Statistical Area,,,Delta County,Michigan,26,41,Central
27020,,,"Iron Mountain, MI-WI",Micropolitan Statistical Area,,,Dickinson County,Michigan,26,43,Central
29620,,330,"Lansing-East Lansing, MI",Metropolitan Statistical Area,,"Lansing-East Lansing-Owosso, MI",Eaton County,Michigan,26,45,Central
22420,,220,"Flint, MI",Metropolitan Statistical Area,,"Detroit-Warren-Ann Arbor, MI",Genesee County,Michigan,26,49,Central
45900,,,"Traverse City, MI",Micropolitan Statistical Area,,,Grand Traverse County,Michigan,26,55,Central
10940,,394,"Alma, MI",Micropolitan Statistical Area,,"Mount Pleasant-Alma, MI",Gratiot County,Michigan,26,57,Central
25880,,,"Hillsdale, MI",Micropolitan Statistical Area,,,Hillsdale County,Michigan,26,59,Central
26340,,,"Houghton, MI",Micropolitan Statistical Area,,,Houghton County,Michigan,26,61,Central
29620,,330,"Lansing-East Lansing, MI",Metropolitan Statistical Area,,"Lansing-East Lansing-Owosso, MI",Ingham County,Michigan,26,65,Central
26960,,266,"Ionia, MI",Micropolitan Statistical Area,,"Grand Rapids-Wyoming-Muskegon, MI",Ionia County,Michigan,26,67,Central
34380,,394,"Mount Pleasant, MI",Micropolitan Statistical Area,,"Mount Pleasant-Alma, MI",Isabella County,Michigan,26,73,Central
27100,,,"Jackson, MI",Metropolitan Statistical Area,,,Jackson County,Michigan,26,75,Central
28020,,310,"Kalamazoo-Portage, MI",Metropolitan Statistical Area,,"Kalamazoo-Battle Creek-Portage, MI",Kalamazoo County,Michigan,26,77,Central
45900,,,"Traverse City, MI",Micropolitan Statistical Area,,,Kalkaska County,Michigan,26,79,Outlying
24340,,266,"Grand Rapids-Wyoming, MI",Metropolitan Statistical Area,,"Grand Rapids-Wyoming-Muskegon, MI",Kent County,Michigan,26,81,Central
26340,,,"Houghton, MI",Micropolitan Statistical Area,,,Keweenaw County,Michigan,26,83,Outlying
19820,47664,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI",Lapeer County,Michigan,26,87,Outlying
45900,,,"Traverse City, MI",Micropolitan Statistical Area,,,Leelanau County,Michigan,26,89,Outlying
10300,,220,"Adrian, MI",Micropolitan Statistical Area,,"Detroit-Warren-Ann Arbor, MI",Lenawee County,Michigan,26,91,Central
19820,47664,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI",Livingston County,Michigan,26,93,Outlying
19820,47664,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI",Macomb County,Michigan,26,99,Central
32100,,,"Marquette, MI",Micropolitan Statistical Area,,,Marquette County,Michigan,26,103,Central
31220,,,"Ludington, MI",Micropolitan Statistical Area,,,Mason County,Michigan,26,105,Central
13660,,266,"Big Rapids, MI",Micropolitan Statistical Area,,"Grand Rapids-Wyoming-Muskegon, MI",Mecosta County,Michigan,26,107,Central
31940,,,"Marinette, WI-MI",Micropolitan Statistical Area,,,Menominee County,Michigan,26,109,Central
33220,,474,"Midland, MI",Metropolitan Statistical Area,,"Saginaw-Midland-Bay City, MI",Midland County,Michigan,26,111,Central
15620,,,"Cadillac, MI",Micropolitan Statistical Area,,,Missaukee County,Michigan,26,113,Outlying
33780,,220,"Monroe, MI",Metropolitan Statistical Area,,"Detroit-Warren-Ann Arbor, MI",Monroe County,Michigan,26,115,Central
24340,,266,"Grand Rapids-Wyoming, MI",Metropolitan Statistical Area,,"Grand Rapids-Wyoming-Muskegon, MI",Montcalm County,Michigan,26,117,Outlying
34740,,266,"Muskegon, MI",Metropolitan Statistical Area,,"Grand Rapids-Wyoming-Muskegon, MI",Muskegon County,Michigan,26,121,Central
19820,47664,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI",Oakland County,Michigan,26,125,Central
24340,,266,"Grand Rapids-Wyoming, MI",Metropolitan Statistical Area,,"Grand Rapids-Wyoming-Muskegon, MI",Ottawa County,Michigan,26,139,Outlying
40980,,474,"Saginaw, MI",Metropolitan Statistical Area,,"Saginaw-Midland-Bay City, MI",Saginaw County,Michigan,26,145,Central
19820,47664,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI",St. Clair County,Michigan,26,147,Outlying
44780,,310,"Sturgis, MI",Micropolitan Statistical Area,,"Kalamazoo-Battle Creek-Portage, MI",St. Joseph County,Michigan,26,149,Central
37020,,330,"Owosso, MI",Micropolitan Statistical Area,,"Lansing-East Lansing-Owosso, MI",Shiawassee County,Michigan,26,155,Central
28020,,310,"Kalamazoo-Portage, MI",Metropolitan Statistical Area,,"Kalamazoo-Battle Creek-Portage, MI",Van Buren County,Michigan,26,159,Outlying
11460,,220,"Ann Arbor, MI",Metropolitan Statistical Area,,"Detroit-Warren-Ann Arbor, MI",Washtenaw County,Michigan,26,161,Central
19820,19804,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Detroit-Dearborn-Livonia, MI","Detroit-Warren-Ann Arbor, MI",Wayne County,Michigan,26,163,Central
15620,,,"Cadillac, MI",Micropolitan Statistical Area,,,Wexford County,Michigan,26,165,Central
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Anoka County,Minnesota,27,3,Central
13420,,,"Bemidji, MN",Micropolitan Statistical Area,,,Beltrami County,Minnesota,27,7,Central
41060,,378,"St. Cloud, MN",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Benton County,Minnesota,27,9,Central
31860,,359,"Mankato-North Mankato, MN",Metropolitan Statistical Area,,"Mankato-New Ulm-North Mankato, MN",Blue Earth County,Minnesota,27,13,Central
35580,,359,"New Ulm, MN",Micropolitan Statistical Area,,"Mankato-New Ulm-North Mankato, MN",Brown County,Minnesota,27,15,Central
20260,,,"Duluth, MN-WI",Metropolitan Statistical Area,,,Carlton County,Minnesota,27,17,Outlying
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Carver County,Minnesota,27,19,Central
14660,,,"Brainerd, MN",Micropolitan Statistical Area,,,Cass County,Minnesota,27,21,Outlying
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Chisago County,Minnesota,27,25,Outlying
22020,,244,"Fargo, ND-MN",Metropolitan Statistical Area,,"Fargo-Wahpeton, ND-MN",Clay County,Minnesota,27,27,Central
14660,,,"Brainerd, MN",Micropolitan Statistical Area,,,Crow Wing County,Minnesota,27,35,Central
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Dakota County,Minnesota,27,37,Central
40340,,462,"Rochester, MN",Metropolitan Statistical Area,,"Rochester-Austin, MN",Dodge County,Minnesota,27,39,Outlying
10820,,,"Alexandria, MN",Micropolitan Statistical Area,,,Douglas County,Minnesota,27,41,Central
40340,,462,"Rochester, MN",Metropolitan Statistical Area,,"Rochester-Austin, MN",Fillmore County,Minnesota,27,45,Outlying
10660,,,"Albert Lea, MN",Micropolitan Statistical Area,,,Freeborn County,Minnesota,27,47,Central
39860,,378,"Red Wing, MN",Micropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Goodhue County,Minnesota,27,49,Central
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Hennepin County,Minnesota,27,53,Central
29100,,,"La Crosse-Onalaska, WI-MN",Metropolitan Statistical Area,,,Houston County,Minnesota,27,55,Central
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Isanti County,Minnesota,27,59,Outlying
48820,,,"Willmar, MN",Micropolitan Statistical Area,,,Kandiyohi County,Minnesota,27,67,Central
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Le Sueur County,Minnesota,27,79,Outlying
32140,,,"Marshall, MN",Micropolitan Statistical Area,,,Lyon County,Minnesota,27,83,Central
